clade	species	ts	te	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
1	17	1994	2011	-4.791928880765096	-4.716940747275019	-3.883968693349672	-3.1815977462846554	-2.4303157739616985	-2.022762581441402	0.0545337373484287	1.3571911546100166	1.5037424173959169	1.6610166748532258	1.869701913398437	2.361746251160107	2.501362861060107	3.4731238748662623	3.5223306867459705	3.616260560016462	3.78601470921552	4.878954482759623	NA	NA	NA	NA	NA	NA	NA
1	18	2016	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0909526108705565	0.5079790257457546	2.081478226181048
1	19	1997	2001	NA	NA	NA	-2.932808446605736	-2.780068289102605	-0.11588811205170835	3.7073230617737636	4.186109079379216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	20	1999	2010	NA	NA	NA	NA	NA	-4.854250375145803	-4.665785723736554	-3.627906786439236	-3.4583715762032763	-2.3668498481486533	-2.161716470420542	0.33739393380297766	1.0608318435882893	2.4004969651540478	4.007148541170123	4.18747008099885	4.569493362751167	NA	NA	NA	NA	NA	NA	NA	NA
1	21	1999	1999	NA	NA	NA	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	22	2000	2004	NA	NA	NA	NA	NA	NA	-2.932808446605736	-2.780068289102605	-0.11588811205170835	3.7073230617737636	4.186109079379216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	23	1999	2009	NA	NA	NA	NA	NA	-4.872191854093914	-4.805247585123754	-3.197303111232308	-0.7979639541227259	-0.3678147350165535	-0.145729018322176	-0.12628392680128364	2.249339291921478	2.2996447022081856	3.507950893767788	4.418066523433662	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	24	1997	2007	NA	NA	NA	-4.872191854093914	-4.805247585123754	-3.197303111232308	-0.7979639541227259	-0.3678147350165535	-0.145729018322176	-0.12628392680128364	2.249339291921478	2.2996447022081856	3.507950893767788	4.418066523433662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	25	2009	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0909526108705565	0.5079790257457546	2.081478226181048	NA	NA	NA	NA	NA	NA	NA
1	26	2006	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.896258461143001	-4.159403488346499	-3.661704710407234	-3.578889145454615	-2.8144132437392178	-2.5189883158644086	-0.8149181948954753	-0.04226706865853913	0.01874592148738774	NA	NA	NA	NA
1	27	2008	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.583033742747501	-3.9234332006403205	-1.6802019469882277	0.9505206420624024	3.212291230578318	3.9286015143600164	NA	NA	NA	NA	NA
1	28	2009	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.932808446605736	-2.780068289102605	-0.11588811205170835	3.7073230617737636	4.186109079379216	NA	NA	NA	NA	NA
1	29	2010	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA
1	30	2005	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.886011957225701	-2.672716720227093	-0.976486399626352	-0.6953118170750949	0.3085569155559895	3.691945402139199	3.7342940279181622	4.68540662820932	NA	NA	NA	NA	NA	NA
1	31	2005	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.236917106260428	-0.6159076855910648	0.011204636599378759	0.38495870410433675	2.234651778309412	2.7991879224011464	4.779895119966026	NA	NA	NA	NA	NA	NA	NA
1	32	2008	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.236917106260428	-0.6159076855910648	0.011204636599378759	0.38495870410433675	2.234651778309412	2.7991879224011464	4.779895119966026	NA	NA	NA	NA
1	33	1996	1996	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	34	2002	2002	NA	NA	NA	NA	NA	NA	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	35	2003	2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	36	1997	2001	NA	NA	NA	-2.932808446605736	-2.780068289102605	-0.11588811205170835	3.7073230617737636	4.186109079379216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	37	1997	2001	NA	NA	NA	-2.932808446605736	-2.780068289102605	-0.11588811205170835	3.7073230617737636	4.186109079379216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	38	1995	2001	NA	-4.236917106260428	-0.6159076855910648	0.011204636599378759	0.38495870410433675	2.234651778309412	2.7991879224011464	4.779895119966026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	39	1996	1996	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	40	2001	2001	NA	NA	NA	NA	NA	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	41	1996	1996	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	42	1996	1996	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	43	2006	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.886011957225701	-2.672716720227093	-0.976486399626352	-0.6953118170750949	0.3085569155559895	3.691945402139199	3.7342940279181622	4.68540662820932	NA	NA	NA	NA	NA
1	44	2012	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.932808446605736	-2.780068289102605	-0.11588811205170835	3.7073230617737636	4.186109079379216	NA	NA
1	45	1999	2003	NA	NA	NA	NA	NA	-2.932808446605736	-2.780068289102605	-0.11588811205170835	3.7073230617737636	4.186109079379216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	46	1998	2010	NA	NA	NA	NA	-4.649634758985627	-4.414875081179252	-2.624587799650877	-2.015505291108206	-0.4655075258268777	1.0904246276127791	1.416133447590692	2.2201822951694714	2.755265146048467	2.7770241057382012	3.242785326613685	4.657491980429997	4.726011139048934	NA	NA	NA	NA	NA	NA	NA	NA
1	47	2004	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	48	1996	2004	NA	NA	-4.896258461143001	-4.159403488346499	-3.661704710407234	-3.578889145454615	-2.8144132437392178	-2.5189883158644086	-0.8149181948954753	-0.04226706865853913	0.01874592148738774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	49	1998	2003	NA	NA	NA	NA	-4.583033742747501	-3.9234332006403205	-1.6802019469882277	0.9505206420624024	3.212291230578318	3.9286015143600164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	50	2001	2010	NA	NA	NA	NA	NA	NA	NA	-4.792480506405985	-4.116601858259897	-3.3088916343746453	-3.01937135240376	-2.7520335446915234	-0.014929876974095535	1.336482349262754	2.488038825386118	2.605307121989587	2.7132064326674596	NA	NA	NA	NA	NA	NA	NA	NA
1	51	2000	2007	NA	NA	NA	NA	NA	NA	-4.886011957225701	-2.672716720227093	-0.976486399626352	-0.6953118170750949	0.3085569155559895	3.691945402139199	3.7342940279181622	4.68540662820932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	52	2016	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0909526108705565	0.5079790257457546	2.081478226181048
1	53	1996	2012	NA	NA	-4.609370838111335	-4.488063343795464	-4.3995531968461465	-4.320996418087086	-3.0847921305250514	-2.0533499731289027	-1.4218639551645107	0.3058675560529416	0.517513686348753	0.7560289375303402	1.3752089604363587	1.5241861546565483	1.5633352177585547	2.869854599999133	3.6404210354621096	3.772905261480302	4.456831868184075	NA	NA	NA	NA	NA	NA
1	54	2006	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.886011957225701	-2.672716720227093	-0.976486399626352	-0.6953118170750949	0.3085569155559895	3.691945402139199	3.7342940279181622	4.68540662820932	NA	NA	NA	NA	NA
1	55	1999	2008	NA	NA	NA	NA	NA	-4.792480506405985	-4.116601858259897	-3.3088916343746453	-3.01937135240376	-2.7520335446915234	-0.014929876974095535	1.336482349262754	2.488038825386118	2.605307121989587	2.7132064326674596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	56	1997	2001	NA	NA	NA	-2.932808446605736	-2.780068289102605	-0.11588811205170835	3.7073230617737636	4.186109079379216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	57	2001	2001	NA	NA	NA	NA	NA	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	58	1999	2007	NA	NA	NA	NA	NA	-4.896258461143001	-4.159403488346499	-3.661704710407234	-3.578889145454615	-2.8144132437392178	-2.5189883158644086	-0.8149181948954753	-0.04226706865853913	0.01874592148738774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	59	1998	2013	NA	NA	NA	NA	-4.543980498671937	-4.296751331944996	-4.220076606100129	-3.4154782647683355	-3.362685749991008	-2.769190583087112	-2.7670892084646113	-2.4971869325597664	-2.065127438978025	-1.3927116465222733	0.23163341400676085	0.5070145658118106	0.6368138023482528	1.8872616182135644	2.2264051112483987	4.41010860245836	NA	NA	NA	NA	NA
1	60	2011	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA
1	61	2012	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4723224917572235	2.148159936743647	4.670298390136766	4.726843599648843	NA	NA	NA
1	62	2016	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0909526108705565	0.5079790257457546	2.081478226181048
1	63	2015	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4723224917572235	2.148159936743647	4.670298390136766	4.726843599648843
1	64	2013	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0909526108705565	0.5079790257457546	2.081478226181048	NA	NA	NA
1	65	2013	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0909526108705565	0.5079790257457546	2.081478226181048	NA	NA	NA
1	66	2015	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4723224917572235	2.148159936743647	4.670298390136766	4.726843599648843
1	67	2013	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.583033742747501	-3.9234332006403205	-1.6802019469882277	0.9505206420624024	3.212291230578318	3.9286015143600164
1	68	2017	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.740737681721087	-0.6400509785799624
1	69	2012	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.583033742747501	-3.9234332006403205	-1.6802019469882277	0.9505206420624024	3.212291230578318	3.9286015143600164	NA
1	70	2013	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4723224917572235	2.148159936743647	4.670298390136766	4.726843599648843	NA	NA
1	71	2015	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4723224917572235	2.148159936743647	4.670298390136766	4.726843599648843
1	72	2015	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4723224917572235	2.148159936743647	4.670298390136766	4.726843599648843
1	73	2014	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.740737681721087	-0.6400509785799624	NA	NA	NA
1	74	2014	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4723224917572235	2.148159936743647	4.670298390136766	4.726843599648843	NA
1	75	1996	1996	NA	NA	-0.8297799529742598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
