clade	species	ts	te	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
0	16	1994	1999	-2.413506086429379	-1.0603400359468909	-0.6909872197240876	1.4739723523286088	1.8764851162624385	4.409101386697037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	17	1994	2011	-4.425365314208771	-4.415009331391663	-4.371538287533378	-3.542672571597163	-3.22313498857263	-3.097974673810644	-2.8380939016863946	-2.8293943259179697	-2.6482931141337094	-0.8664205008349777	-0.4334611676788871	0.9398775876364551	1.1089179413269257	1.1570717318383892	2.5648022790398013	2.961715838063328	3.930695509603197	4.546361868808226	NA	NA	NA	NA	NA	NA	NA
0	18	2016	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.57021452412575	-1.646855304821063	4.640390875103634
0	19	1997	2001	NA	NA	NA	-4.149846074961749	-3.8118635533712975	-3.1920370721843017	-1.2491694421508939	-0.8287135181754728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	20	1999	2010	NA	NA	NA	NA	NA	-2.742496417720318	-2.400760461001635	-1.5151289371369248	0.0932246865718378	0.8255408144441834	1.7702199767009938	1.8272521878812586	1.8762490105449503	2.69180889003273	3.075859106449526	4.270897781413531	4.996107629870481	NA	NA	NA	NA	NA	NA	NA	NA
0	21	1999	1999	NA	NA	NA	NA	NA	-0.1387740052375106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	22	2000	2004	NA	NA	NA	NA	NA	NA	-1.5442262714158317	-1.5032416642536663	0.5282151243380664	1.7427296681904938	4.294709653233641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	23	1999	2009	NA	NA	NA	NA	NA	-4.429171817753583	-4.193121395759938	-3.424100835744781	-2.8850297389730404	0.4422791885310504	1.2909483754033033	2.448516647342842	2.679424501376344	2.9090432003095863	4.294980489945514	4.459647313488578	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	24	1997	2007	NA	NA	NA	-3.8625842382924613	-3.5612444759712236	-2.2826539408678803	-1.735278783807094	-1.0929905346854927	-0.8145026524288248	-0.5981670793339413	2.412400669400144	2.913491629981352	4.012738175080495	4.741631359833729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	25	2009	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.803702224108245	-3.4067588432359477	-0.8585753067522726	NA	NA	NA	NA	NA	NA	NA
0	26	2006	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.110417412025425	-2.404299509421326	1.8006782031928044	1.975193986279125	2.0269271034803884	2.253094848362399	2.93048866411267	2.9577237368284424	4.333932862154272	NA	NA	NA	NA
0	27	2008	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.2846948200055226	1.7496781872176967	1.7590737938004786	1.8536796878941422	3.1985021368158257	3.999501142209091	NA	NA	NA	NA	NA
0	28	2009	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.674819154050724	-0.15578871265666372	1.9508593734242616	3.6256087662233867	4.191651061320551	NA	NA	NA	NA	NA
0	29	2010	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7915580201099495	NA	NA	NA	NA	NA	NA	NA	NA
0	30	2005	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.2445756855528405	-2.2447775158143046	-1.5920451454914843	-1.0052361381607056	1.0579184778386637	3.5241445223610697	4.299452499031684	4.757035325472417	NA	NA	NA	NA	NA	NA
0	31	2005	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.6219027617765205	-3.313904931244893	-2.5806065445870177	1.1132011582952375	1.5328353435665054	2.4753246842449785	4.543207192779951	NA	NA	NA	NA	NA	NA	NA
0	32	2008	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.44162984057387	-3.335872767003296	-3.1192947811065217	-2.490486792138411	-0.5358600065569217	1.234135744249981	3.461763688295079	NA	NA	NA	NA
0	33	1996	1996	NA	NA	-3.377647176220208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	34	2002	2002	NA	NA	NA	NA	NA	NA	NA	NA	0.3990105856624915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	35	2003	2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6945040263657747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	36	1997	2001	NA	NA	NA	-4.642173179243375	-3.958981442688725	-3.1436909524945844	-2.4132893181639856	-1.6408073532033782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	37	1997	2001	NA	NA	NA	-3.301417174460839	-1.5928297400816516	-0.06626877592746805	3.807046237866956	4.107474022423382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	38	1995	2001	NA	-4.096138354829073	-2.202149624148312	-1.727970752909064	-0.7184225491898397	0.13601167227799138	1.3144389382733657	3.1895371016090373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	39	1996	1996	NA	NA	-0.425630480862087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	40	2001	2001	NA	NA	NA	NA	NA	NA	NA	1.0846876797745653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	41	1996	1996	NA	NA	-4.571906564482089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	42	1996	1996	NA	NA	4.683005372431131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	43	2006	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.947411805418201	-3.31188024808304	0.3165712746171092	2.542495301158244	2.6434502560305226	2.9254053624103165	3.7628688325924724	4.396539441321458	NA	NA	NA	NA	NA
0	44	2012	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.977518542046136	-3.209684656657047	1.2818656670510364	3.115035568095955	4.801240778399974	NA	NA
0	45	1999	2003	NA	NA	NA	NA	NA	-4.524801524299772	-0.9391016412499997	3.1742173963002998	3.301491917666631	3.4486557325561584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	46	1998	2010	NA	NA	NA	NA	-4.964794193674318	-4.24214114427845	-3.450557182178744	-3.2937475093040125	-3.0388618064918793	-2.515746735831197	-2.3406321841765476	-2.2400021518552746	-1.9865685173165204	1.0478421422845674	3.015057655223991	3.193328529991607	3.4426813246781123	NA	NA	NA	NA	NA	NA	NA	NA
0	47	2004	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.165799965682707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	48	1996	2004	NA	NA	-4.428104164970774	-4.41573061921374	-4.021438281501428	-3.8117119218083326	-3.244232919866641	1.1984166588949403	3.3271646958302075	4.053128578696898	4.191449754766454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	49	1998	2003	NA	NA	NA	NA	-4.895947535198441	-2.476682929077443	-2.2030378567672892	-2.2007757137104864	-0.3331028552210711	2.7002592523160693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	50	2001	2010	NA	NA	NA	NA	NA	NA	NA	-4.897289449726971	-4.262337859417813	-1.5478946238090616	-0.15411948966764477	-0.012340184847746016	1.6011515979070765	3.1404164621243513	3.414090039104803	4.0256869453920014	4.900833680716879	NA	NA	NA	NA	NA	NA	NA	NA
0	51	2000	2007	NA	NA	NA	NA	NA	NA	-4.411898582271611	-4.184781632576597	-2.4482630347840093	-2.3610288244532818	-0.6441452386525084	0.6995138846359517	0.8089971906529367	1.7594391396531766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	52	2016	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.833054242325429	-1.716978830837872	4.11133959140502
0	53	1996	2012	NA	NA	-4.196380825305292	-3.283236900891114	-2.933639633466133	-2.5833912607040954	-2.529790752658995	-2.0812837016477195	-1.8895401825876479	-0.6890299084282923	0.09229284475265764	0.4092027555144453	1.0739596413249375	1.2733223148631732	1.7707272076183145	2.326843616944485	2.785045121595168	3.8405270433072136	4.447871099550767	NA	NA	NA	NA	NA	NA
0	54	2006	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.999296846164878	-4.066432003697252	-2.9715772422510414	-0.1777702310468996	0.02841635322340963	1.4762058591017908	2.1431763405937936	3.393886649806179	NA	NA	NA	NA	NA
0	55	1999	2008	NA	NA	NA	NA	NA	-3.2329558699757466	-3.182419079413851	-1.5173358987483554	0.10991426757364486	1.4038477987506504	1.8445513058606489	2.3054513860702652	3.514081578929428	4.484386628319818	4.604251677476599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	56	1997	2001	NA	NA	NA	-2.6536413603840483	0.22051621627054008	1.4607835670889235	3.0218485944408098	4.299960409022738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	57	2001	2001	NA	NA	NA	NA	NA	NA	NA	1.5765571483272423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	58	1999	2007	NA	NA	NA	NA	NA	-4.788365949609112	-3.3122115138022314	-0.9020315187947334	-0.2960025817066638	-0.09226259550936611	0.7398751585941623	1.1105971466836575	4.0437639255745434	4.8483182000159175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	59	1998	2013	NA	NA	NA	NA	-4.5543422452761355	-4.5384096031210674	-4.48673696016089	-3.685929358012773	-3.493247274626662	-3.060847323151977	-1.7719549111390842	-1.6147232672895706	0.6887049327790793	0.70932466573651	1.284012757482797	2.689210973860315	3.3125906536279626	3.461145211788269	4.072502002132236	4.857728011784683	NA	NA	NA	NA	NA
0	60	2011	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.6626347356961753	NA	NA	NA	NA	NA	NA	NA
0	61	2012	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.860668175765747	-1.2126737006369313	1.2986772058310958	3.6803581389063584	NA	NA	NA
0	62	2016	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.7074974186599574	2.2522694315998626	2.709807442890467
0	63	2015	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.470185213168528	-0.8623839607759773	3.432715207965092	4.958545899780754
0	64	2013	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.04415144360426	-1.4892886623334567	-1.3920603897990325	NA	NA	NA
0	65	2013	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.044609725005987	1.651681945945004	4.770706489129255	NA	NA	NA
0	66	2015	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.575235364288847	-3.0204818324532114	1.8929583953766072	2.8149363717623803
0	67	2013	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.223236525720981	-2.916002024866321	-1.2721067908038073	-0.16086103024469534	0.0027618034688803306	4.969622443875293
0	68	2017	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.568485612488054	2.9640454881336904
0	69	2012	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.752669675404159	-2.8395228558483354	-1.0458276422628998	0.10989985504640387	0.49949482424834013	2.6387002175441667	NA
0	70	2013	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.094272058593473	-4.087358487915999	-1.8881811274376226	-0.3226227168770981	NA	NA
0	71	2015	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.4816463106749396	-3.01885539734277	4.413850849668689	4.803773763747156
0	72	2015	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6841752501447695	1.3190314396131955	4.6907006548359025	4.839695995400646
0	73	2014	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7184684992868515	1.1093551484167161	NA	NA	NA
0	74	2014	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.78923168837471	-1.3253938067801063	-0.585493944163197	2.3215638028066286	NA
0	75	1996	1996	NA	NA	4.779343619152582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
